Country,Date,Policy_rate,Annual_change_in_CPI
"Rwanda","2022-01-01",4.5,1.31466
"Rwanda","2022-02-01",5,4.19407
"Rwanda","2022-03-01",5,5.64164
"Rwanda","2022-04-01",5,10.54889
"Rwanda","2022-05-01",5,14.78872
"Rwanda","2022-06-01",5,16.13521
"Rwanda","2022-07-01",5,19.59862
"Rwanda","2022-08-01",6,20.37616
"Rwanda","2022-09-01",6,23.89741
"Rwanda","2022-10-01",6,31.03457
"Rwanda","2022-11-01",6.5,33.84846
"Rwanda","2022-12-01",6.5,31.69191
"Rwanda","2023-01-01",6.5,31.13098
"Rwanda","2023-02-01",7,30.29259
"Rwanda","2023-03-01",7,31.02065
"Rwanda","2023-04-01",7,28.40889
"Rwanda","2023-05-01",7,22.3593
"Rwanda","2023-06-01",7,20.40002
"Rwanda","2023-07-01",7,17.26809
"Rwanda","2023-08-01",7.5,17.36438
"Rwanda","2023-09-01",7.5,18.42901
"Rwanda","2023-10-01",7.5,12.94765
"Rwanda","2023-11-01",7.5,9.43357
"Rwanda","2023-12-01",7.5,6.23598
"Rwanda","2024-01-01",7.5,3.11912
"Rwanda","2024-02-01",7.5,3.17882
"Rwanda","2024-03-01",7.5,0.56619
"Rwanda","2024-04-01",7.5,-0.44989
"Rwanda","2024-05-01",7,1.28589
"Rwanda","2024-06-01",7,1.11767
"Rwanda","2024-07-01",7,1.53223
"Rwanda","2024-08-01",6.5,1.73753
"Serbia","2020-02-01",2.25,1.93
"Serbia","2020-03-01",1.75,1.36
"Serbia","2020-04-01",1.5,0.7
"Serbia","2020-05-01",1.5,0.7
"Serbia","2020-06-01",1.25,1.56
"Serbia","2020-07-01",1.25,2.02
"Serbia","2020-08-01",1.25,1.92
"Serbia","2020-09-01",1.25,1.88
"Serbia","2020-10-01",1.25,1.82
"Serbia","2020-11-01",1.25,1.72
"Serbia","2020-12-01",1,1.26
"Serbia","2021-01-01",1,1.15
"Serbia","2021-02-01",1,1.19
"Serbia","2021-03-01",1,1.79
"Serbia","2021-04-01",1,2.79
"Serbia","2021-05-01",1,3.59
"Serbia","2021-06-01",1,3.28
"Serbia","2021-07-01",1,3.32
"Serbia","2021-08-01",1,4.31
"Serbia","2021-09-01",1,5.68
"Serbia","2021-10-01",1,6.57
"Serbia","2021-11-01",1,7.46
"Serbia","2021-12-01",1,7.86
"Serbia","2022-01-01",1,8.27
"Serbia","2022-02-01",1,8.76
"Serbia","2022-03-01",1,9.1
"Serbia","2022-04-01",1.5,9.64
"Serbia","2022-05-01",2,10.41
"Serbia","2022-06-01",2.5,11.87
"Serbia","2022-07-01",2.75,12.75
"Serbia","2022-08-01",3,13.17
"Serbia","2022-09-01",3.5,13.96
"Serbia","2022-10-01",4,14.99
"Serbia","2022-11-01",4.5,15.09
"Serbia","2022-12-01",5,15.12
"Serbia","2023-01-01",5.25,15.78
"Serbia","2023-02-01",5.5,16.1
"Serbia","2023-03-01",5.75,16.15
"Serbia","2023-04-01",6,15.16
"Serbia","2023-05-01",6,14.75
"Serbia","2023-06-01",6.25,13.75
"Serbia","2023-07-01",6.5,12.54
"Serbia","2023-08-01",6.5,11.55
"Serbia","2023-09-01",6.5,10.22
"Serbia","2023-10-01",6.5,8.49
"Serbia","2023-11-01",6.5,7.96
"Serbia","2023-12-01",6.5,7.65
"Serbia","2024-01-01",6.5,6.48
"Serbia","2024-02-01",6.5,5.61
"Serbia","2024-03-01",6.5,4.98
"Serbia","2024-04-01",6.5,4.99
"Serbia","2024-05-01",6.5,4.49
"Serbia","2024-06-01",6.25,3.81
"Serbia","2024-07-01",6,4.27
"Serbia","2024-08-01",6,4.33
"Serbia","2024-09-01",5.75,""
"Slovenia","2020-02-01",-0.5,1.97
"Slovenia","2020-03-01",-0.5,0.47
"Slovenia","2020-04-01",-0.5,-1.22
"Slovenia","2020-05-01",-0.5,-1.23
"Slovenia","2020-06-01",-0.5,-0.31
"Slovenia","2020-07-01",-0.5,0.29
"Slovenia","2020-08-01",-0.5,-0.14
"Slovenia","2020-09-01",-0.5,-0.34
"Slovenia","2020-10-01",-0.5,-0.09
"Slovenia","2020-11-01",-0.5,-0.93
"Slovenia","2020-12-01",-0.5,-1.08
"Slovenia","2021-01-01",-0.5,-0.66
"Slovenia","2021-02-01",-0.5,-1.03
"Slovenia","2021-03-01",-0.5,0.09
"Slovenia","2021-04-01",-0.5,2.07
"Slovenia","2021-05-01",-0.5,2.13
"Slovenia","2021-06-01",-0.5,1.42
"Slovenia","2021-07-01",-0.5,1.95
"Slovenia","2021-08-01",-0.5,2.11
"Slovenia","2021-09-01",-0.5,2.45
"Slovenia","2021-10-01",-0.5,3.05
"Slovenia","2021-11-01",-0.5,4.56
"Slovenia","2021-12-01",-0.5,4.88
"Slovenia","2022-01-01",-0.5,5.75
"Slovenia","2022-02-01",-0.5,6.9
"Slovenia","2022-03-01",-0.5,5.36
"Slovenia","2022-04-01",-0.5,6.95
"Slovenia","2022-05-01",-0.5,8.11
"Slovenia","2022-06-01",-0.5,10.43
"Slovenia","2022-07-01",-0.5,11.04
"Slovenia","2022-08-01",0,10.96
"Slovenia","2022-09-01",0,10
"Slovenia","2022-10-01",0.75,9.85
"Slovenia","2022-11-01",1.5,10.03
"Slovenia","2022-12-01",1.5,10.26
"Slovenia","2023-01-01",2,10.03
"Slovenia","2023-02-01",2.5,9.28
"Slovenia","2023-03-01",2.5,10.54
"Slovenia","2023-04-01",3,9.4
"Slovenia","2023-05-01",3.25,8.36
"Slovenia","2023-06-01",3.25,6.92
"Slovenia","2023-07-01",3.5,6.08
"Slovenia","2023-08-01",3.75,6.16
"Slovenia","2023-09-01",3.75,7.44
"Slovenia","2023-10-01",4,6.86
"Slovenia","2023-11-01",4,4.87
"Slovenia","2023-12-01",4,4.17
"Slovenia","2024-01-01",4,3.35
"Slovenia","2024-02-01",4,3.42
"Slovenia","2024-03-01",4,3.57
"Slovenia","2024-04-01",4,3.05
"Slovenia","2024-05-01",4,2.52
"Slovenia","2024-06-01",3.75,1.52
"Slovenia","2024-07-01",3.75,1.26
"Slovenia","2024-08-01",3.75,0.95
"Slovenia","2024-09-01",3.5,""
"South Africa","2020-02-01",6.25,4.74
"South Africa","2020-03-01",5.25,4.14
"South Africa","2020-04-01",4.25,3
"South Africa","2020-05-01",3.75,2
"South Africa","2020-06-01",3.75,2.21
"South Africa","2020-07-01",3.5,3.19
"South Africa","2020-08-01",3.5,3.07
"South Africa","2020-09-01",3.5,2.96
"South Africa","2020-10-01",3.5,3.29
"South Africa","2020-11-01",3.5,3.17
"South Africa","2020-12-01",3.5,3.06
"South Africa","2021-01-01",3.5,3.16
"South Africa","2021-02-01",3.5,2.8
"South Africa","2021-03-01",3.5,3.22
"South Africa","2021-04-01",3.5,4.43
"South Africa","2021-05-01",3.5,5.22
"South Africa","2021-06-01",3.5,4.86
"South Africa","2021-07-01",3.5,4.7
"South Africa","2021-08-01",3.5,4.9
"South Africa","2021-09-01",3.5,5
"South Africa","2021-10-01",3.5,4.98
"South Africa","2021-11-01",3.75,5.41
"South Africa","2021-12-01",3.75,5.93
"South Africa","2022-01-01",4,5.7
"South Africa","2022-02-01",4,5.66
"South Africa","2022-03-01",4.25,5.93
"South Africa","2022-04-01",4.25,5.89
"South Africa","2022-05-01",4.75,6.51
"South Africa","2022-06-01",4.75,7.42
"South Africa","2022-07-01",5.5,7.85
"South Africa","2022-08-01",5.5,7.61
"South Africa","2022-09-01",6.25,7.5
"South Africa","2022-10-01",6.25,7.58
"South Africa","2022-11-01",7,7.44
"South Africa","2022-12-01",7,7.2
"South Africa","2023-01-01",7.25,6.89
"South Africa","2023-02-01",7.25,7.04
"South Africa","2023-03-01",7.75,7.07
"South Africa","2023-04-01",7.75,6.84
"South Africa","2023-05-01",8.25,6.3
"South Africa","2023-06-01",8.25,5.37
"South Africa","2023-07-01",8.25,4.73
"South Africa","2023-08-01",8.25,4.81
"South Africa","2023-09-01",8.25,5.37
"South Africa","2023-10-01",8.25,5.92
"South Africa","2023-11-01",8.25,5.52
"South Africa","2023-12-01",8.25,5.13
"South Africa","2024-01-01",8.25,5.32
"South Africa","2024-02-01",8.25,5.56
"South Africa","2024-03-01",8.25,5.32
"South Africa","2024-04-01",8.25,5.21
"South Africa","2024-05-01",8.25,5.2
"South Africa","2024-06-01",8.25,5.1
"South Africa","2024-07-01",8.25,4.6
"South Korea","2020-02-01",1.25,0.85
"South Korea","2020-03-01",0.75,0.83
"South Korea","2020-04-01",0.75,0.02
"South Korea","2020-05-01",0.5,-0.21
"South Korea","2020-06-01",0.5,0.22
"South Korea","2020-07-01",0.5,0.45
"South Korea","2020-08-01",0.5,0.77
"South Korea","2020-09-01",0.5,0.95
"South Korea","2020-10-01",0.5,0.14
"South Korea","2020-11-01",0.5,0.61
"South Korea","2020-12-01",0.5,0.61
"South Korea","2021-01-01",0.5,0.95
"South Korea","2021-02-01",0.5,1.42
"South Korea","2021-03-01",0.5,1.9
"South Korea","2021-04-01",0.5,2.49
"South Korea","2021-05-01",0.5,2.62
"South Korea","2021-06-01",0.5,2.35
"South Korea","2021-07-01",0.5,2.64
"South Korea","2021-08-01",0.75,2.56
"South Korea","2021-09-01",0.75,2.41
"South Korea","2021-10-01",0.75,3.16
"South Korea","2021-11-01",1,3.78
"South Korea","2021-12-01",1,3.7
"South Korea","2022-01-01",1.25,3.77
"South Korea","2022-02-01",1.25,3.78
"South Korea","2022-03-01",1.25,4.18
"South Korea","2022-04-01",1.5,4.76
"South Korea","2022-05-01",1.75,5.34
"South Korea","2022-06-01",1.75,6.04
"South Korea","2022-07-01",2.25,6.33
"South Korea","2022-08-01",2.5,5.72
"South Korea","2022-09-01",2.5,5.48
"South Korea","2022-10-01",3,5.62
"South Korea","2022-11-01",3.25,5.01
"South Korea","2022-12-01",3.25,5.02
"South Korea","2023-01-01",3.5,4.98
"South Korea","2023-02-01",3.5,4.66
"South Korea","2023-03-01",3.5,4.17
"South Korea","2023-04-01",3.5,3.69
"South Korea","2023-05-01",3.5,3.38
"South Korea","2023-06-01",3.5,2.73
"South Korea","2023-07-01",3.5,2.35
"South Korea","2023-08-01",3.5,3.36
"South Korea","2023-09-01",3.5,3.7
"South Korea","2023-10-01",3.5,3.77
"South Korea","2023-11-01",3.5,3.31
"South Korea","2023-12-01",3.5,3.18
"South Korea","2024-01-01",3.5,2.82
"South Korea","2024-02-01",3.5,3.13
"South Korea","2024-03-01",3.5,3.1
"South Korea","2024-04-01",3.5,2.92
"South Korea","2024-05-01",3.5,2.67
"South Korea","2024-06-01",3.5,2.41
"South Korea","2024-07-01",3.5,2.55
"South Korea","2024-08-01",3.5,2.01
"Spain","2020-02-01",-0.5,0.73
"Spain","2020-03-01",-0.5,-0.02
"Spain","2020-04-01",-0.5,-0.72
"Spain","2020-05-01",-0.5,-0.92
"Spain","2020-06-01",-0.5,-0.34
"Spain","2020-07-01",-0.5,-0.62
"Spain","2020-08-01",-0.5,-0.52
"Spain","2020-09-01",-0.5,-0.37
"Spain","2020-10-01",-0.5,-0.81
"Spain","2020-11-01",-0.5,-0.81
"Spain","2020-12-01",-0.5,-0.53
"Spain","2021-01-01",-0.5,0.46
"Spain","2021-02-01",-0.5,-0.02
"Spain","2021-03-01",-0.5,1.34
"Spain","2021-04-01",-0.5,2.23
"Spain","2021-05-01",-0.5,2.72
"Spain","2021-06-01",-0.5,2.73
"Spain","2021-07-01",-0.5,2.88
"Spain","2021-08-01",-0.5,3.3
"Spain","2021-09-01",-0.5,4.01
"Spain","2021-10-01",-0.5,5.37
"Spain","2021-11-01",-0.5,5.52
"Spain","2021-12-01",-0.5,6.55
"Spain","2022-01-01",-0.5,6.13
"Spain","2022-02-01",-0.5,7.62
"Spain","2022-03-01",-0.5,9.82
"Spain","2022-04-01",-0.5,8.34
"Spain","2022-05-01",-0.5,8.73
"Spain","2022-06-01",-0.5,10.22
"Spain","2022-07-01",-0.5,10.77
"Spain","2022-08-01",0,10.55
"Spain","2022-09-01",0,8.87
"Spain","2022-10-01",0.75,7.26
"Spain","2022-11-01",1.5,6.81
"Spain","2022-12-01",1.5,5.71
"Spain","2023-01-01",2,5.89
"Spain","2023-02-01",2.5,6.03
"Spain","2023-03-01",2.5,3.3
"Spain","2023-04-01",3,4.1
"Spain","2023-05-01",3.25,3.19
"Spain","2023-06-01",3.25,1.89
"Spain","2023-07-01",3.5,2.33
"Spain","2023-08-01",3.75,2.62
"Spain","2023-09-01",3.75,3.52
"Spain","2023-10-01",4,3.47
"Spain","2023-11-01",4,3.23
"Spain","2023-12-01",4,3.1
"Spain","2024-01-01",4,3.41
"Spain","2024-02-01",4,2.8
"Spain","2024-03-01",4,3.21
"Spain","2024-04-01",4,3.31
"Spain","2024-05-01",4,3.63
"Spain","2024-06-01",3.75,3.43
"Spain","2024-07-01",3.75,2.77
"Spain","2024-08-01",3.75,2.26
"Spain","2024-09-01",3.5,""
"Sweden","2020-02-01",0,1.04
"Sweden","2020-03-01",0,0.64
"Sweden","2020-04-01",0,-0.36
"Sweden","2020-05-01",0,-0.01
"Sweden","2020-06-01",0,0.71
"Sweden","2020-07-01",0,0.53
"Sweden","2020-08-01",0,0.8
"Sweden","2020-09-01",0,0.39
"Sweden","2020-10-01",0,0.28
"Sweden","2020-11-01",0,0.19
"Sweden","2020-12-01",0,0.49
"Sweden","2021-01-01",0,1.58
"Sweden","2021-02-01",0,1.36
"Sweden","2021-03-01",0,1.69
"Sweden","2021-04-01",0,2.24
"Sweden","2021-05-01",0,1.83
"Sweden","2021-06-01",0,1.33
"Sweden","2021-07-01",0,1.38
"Sweden","2021-08-01",0,2.05
"Sweden","2021-09-01",0,2.51
"Sweden","2021-10-01",0,2.81
"Sweden","2021-11-01",0,3.27
"Sweden","2021-12-01",0,3.87
"Sweden","2022-01-01",0,3.69
"Sweden","2022-02-01",0,4.29
"Sweden","2022-03-01",0,5.97
"Sweden","2022-04-01",0,6.36
"Sweden","2022-05-01",0.25,7.27
"Sweden","2022-06-01",0.25,8.68
"Sweden","2022-07-01",0.75,8.49
"Sweden","2022-08-01",0.75,9.83
"Sweden","2022-09-01",1.75,10.84
"Sweden","2022-10-01",1.75,10.85
"Sweden","2022-11-01",2.5,11.46
"Sweden","2022-12-01",2.5,12.34
"Sweden","2023-01-01",2.5,11.68
"Sweden","2023-02-01",3,11.95
"Sweden","2023-03-01",3,10.64
"Sweden","2023-04-01",3,10.47
"Sweden","2023-05-01",3.5,9.67
"Sweden","2023-06-01",3.5,9.31
"Sweden","2023-07-01",3.75,9.26
"Sweden","2023-08-01",3.75,7.45
"Sweden","2023-09-01",4,6.48
"Sweden","2023-10-01",4,6.52
"Sweden","2023-11-01",4,5.78
"Sweden","2023-12-01",4,4.39
"Sweden","2024-01-01",4,5.43
"Sweden","2024-02-01",4,4.53
"Sweden","2024-03-01",4,4.06
"Sweden","2024-04-01",4,3.89
"Sweden","2024-05-01",3.75,3.74
"Sweden","2024-06-01",3.75,2.56
"Sweden","2024-07-01",3.75,2.6
"Sweden","2024-08-01",3.5,1.92
"Switzerland","2020-02-01",-0.75,-0.06
"Switzerland","2020-03-01",-0.75,-0.52
"Switzerland","2020-04-01",-0.75,-1.06
"Switzerland","2020-05-01",-0.75,-1.32
"Switzerland","2020-06-01",-0.75,-1.27
"Switzerland","2020-07-01",-0.75,-0.92
"Switzerland","2020-08-01",-0.75,-0.87
"Switzerland","2020-09-01",-0.75,-0.8
"Switzerland","2020-10-01",-0.75,-0.57
"Switzerland","2020-11-01",-0.75,-0.68
"Switzerland","2020-12-01",-0.75,-0.81
"Switzerland","2021-01-01",-0.75,-0.54
"Switzerland","2021-02-01",-0.75,-0.5
"Switzerland","2021-03-01",-0.75,-0.25
"Switzerland","2021-04-01",-0.75,0.33
"Switzerland","2021-05-01",-0.75,0.55
"Switzerland","2021-06-01",-0.75,0.6
"Switzerland","2021-07-01",-0.75,0.68
"Switzerland","2021-08-01",-0.75,0.88
"Switzerland","2021-09-01",-0.75,0.94
"Switzerland","2021-10-01",-0.75,1.24
"Switzerland","2021-11-01",-0.75,1.53
"Switzerland","2021-12-01",-0.75,1.53
"Switzerland","2022-01-01",-0.75,1.65
"Switzerland","2022-02-01",-0.75,2.15
"Switzerland","2022-03-01",-0.75,2.39
"Switzerland","2022-04-01",-0.75,2.55
"Switzerland","2022-05-01",-0.75,2.94
"Switzerland","2022-06-01",-0.25,3.38
"Switzerland","2022-07-01",-0.25,3.43
"Switzerland","2022-08-01",-0.25,3.45
"Switzerland","2022-09-01",0.5,3.25
"Switzerland","2022-10-01",0.5,3
"Switzerland","2022-11-01",0.5,2.96
"Switzerland","2022-12-01",1,2.84
"Switzerland","2023-01-01",1,3.28
"Switzerland","2023-02-01",1,3.37
"Switzerland","2023-03-01",1.5,2.95
"Switzerland","2023-04-01",1.5,2.57
"Switzerland","2023-05-01",1.5,2.16
"Switzerland","2023-06-01",1.75,1.71
"Switzerland","2023-07-01",1.75,1.61
"Switzerland","2023-08-01",1.75,1.55
"Switzerland","2023-09-01",1.75,1.65
"Switzerland","2023-10-01",1.75,1.69
"Switzerland","2023-11-01",1.75,1.44
"Switzerland","2023-12-01",1.75,1.71
"Switzerland","2024-01-01",1.75,1.28
"Switzerland","2024-02-01",1.75,1.17
"Switzerland","2024-03-01",1.5,1.04
"Switzerland","2024-04-01",1.5,1.37
"Switzerland","2024-05-01",1.5,1.39
"Switzerland","2024-06-01",1.25,1.33
"Switzerland","2024-07-01","",1.29
"Switzerland","2024-08-01","",1.06
"Taiwan","2020-02-01",1.375,-0.2
"Taiwan","2020-03-01",1.125,-0.02
"Taiwan","2020-04-01",1.125,-0.97
"Taiwan","2020-05-01",1.125,-1.21
"Taiwan","2020-06-01",1.125,-0.74
"Taiwan","2020-07-01",1.125,-0.51
"Taiwan","2020-08-01",1.125,-0.33
"Taiwan","2020-09-01",1.125,-0.58
"Taiwan","2020-10-01",1.125,-0.26
"Taiwan","2020-11-01",1.125,0.09
"Taiwan","2020-12-01",1.125,0.04
"Taiwan","2021-01-01",1.125,-0.19
"Taiwan","2021-02-01",1.125,1.38
"Taiwan","2021-03-01",1.125,1.22
"Taiwan","2021-04-01",1.125,2.11
"Taiwan","2021-05-01",1.125,2.45
"Taiwan","2021-06-01",1.125,1.83
"Taiwan","2021-07-01",1.125,1.91
"Taiwan","2021-08-01",1.125,2.34
"Taiwan","2021-09-01",1.125,2.6
"Taiwan","2021-10-01",1.125,2.55
"Taiwan","2021-11-01",1.125,2.84
"Taiwan","2021-12-01",1.125,2.63
"Taiwan","2022-01-01",1.125,2.83
"Taiwan","2022-02-01",1.125,2.33
"Taiwan","2022-03-01",1.375,3.27
"Taiwan","2022-04-01",1.375,3.37
"Taiwan","2022-05-01",1.375,3.39
"Taiwan","2022-06-01",1.5,3.59
"Taiwan","2022-07-01",1.5,3.35
"Taiwan","2022-08-01",1.5,2.68
"Taiwan","2022-09-01",1.625,2.76
"Taiwan","2022-10-01",1.625,2.74
"Taiwan","2022-11-01",1.625,2.35
"Taiwan","2022-12-01",1.75,2.71
"Taiwan","2023-01-01",1.75,3.05
"Taiwan","2023-02-01",1.75,2.42
"Taiwan","2023-03-01",1.875,2.35
"Taiwan","2023-04-01",1.875,2.35
"Taiwan","2023-05-01",1.875,2.02
"Taiwan","2023-06-01",1.875,1.75
"Taiwan","2023-07-01",1.875,1.88
"Taiwan","2023-08-01",1.875,2.53
"Taiwan","2023-09-01",1.875,2.93
"Taiwan","2023-10-01",1.875,3.04
"Taiwan","2023-11-01",1.875,2.9
"Taiwan","2023-12-01",1.875,2.7
"Taiwan","2024-01-01",1.875,1.8
"Taiwan","2024-02-01",1.875,3.08
"Taiwan","2024-03-01",2,2.15
"Taiwan","2024-04-01",2,1.94
"Taiwan","2024-05-01",2,2.23
"Taiwan","2024-06-01",2,2.42
"Taiwan","2024-07-01","",2.53
"Taiwan","2024-08-01","",2.36
"Thailand","2020-02-01",1,0.73
"Thailand","2020-03-01",0.75,-0.54
"Thailand","2020-04-01",0.75,-2.99
"Thailand","2020-05-01",0.5,-3.44
"Thailand","2020-06-01",0.5,-1.58
"Thailand","2020-07-01",0.5,-0.98
"Thailand","2020-08-01",0.5,-0.5
"Thailand","2020-09-01",0.5,-0.7
"Thailand","2020-10-01",0.5,-0.5
"Thailand","2020-11-01",0.5,-0.41
"Thailand","2020-12-01",0.5,-0.27
"Thailand","2021-01-01",0.5,-0.34
"Thailand","2021-02-01",0.5,-1.17
"Thailand","2021-03-01",0.5,-0.08
"Thailand","2021-04-01",0.5,3.41
"Thailand","2021-05-01",0.5,2.44
"Thailand","2021-06-01",0.5,1.25
"Thailand","2021-07-01",0.5,0.45
"Thailand","2021-08-01",0.5,-0.02
"Thailand","2021-09-01",0.5,1.68
"Thailand","2021-10-01",0.5,2.38
"Thailand","2021-11-01",0.5,2.71
"Thailand","2021-12-01",0.5,2.17
"Thailand","2022-01-01",0.5,3.23
"Thailand","2022-02-01",0.5,5.28
"Thailand","2022-03-01",0.5,5.73
"Thailand","2022-04-01",0.5,4.65
"Thailand","2022-05-01",0.5,7.1
"Thailand","2022-06-01",0.5,7.66
"Thailand","2022-07-01",0.5,7.61
"Thailand","2022-08-01",0.75,7.86
"Thailand","2022-09-01",1,6.41
"Thailand","2022-10-01",1,5.98
"Thailand","2022-11-01",1.25,5.55
"Thailand","2022-12-01",1.25,5.89
"Thailand","2023-01-01",1.5,5.02
"Thailand","2023-02-01",1.5,3.79
"Thailand","2023-03-01",1.75,2.83
"Thailand","2023-04-01",1.75,2.67
"Thailand","2023-05-01",2,0.53
"Thailand","2023-06-01",2,0.23
"Thailand","2023-07-01",2,0.38
"Thailand","2023-08-01",2.25,0.88
"Thailand","2023-09-01",2.5,0.3
"Thailand","2023-10-01",2.5,-0.31
"Thailand","2023-11-01",2.5,-0.44
"Thailand","2023-12-01",2.5,-0.83
"Thailand","2024-01-01",2.5,-1.11
"Thailand","2024-02-01",2.5,-0.77
"Thailand","2024-03-01",2.5,-0.47
"Thailand","2024-04-01",2.5,0.19
"Thailand","2024-05-01",2.5,1.54
"Thailand","2024-06-01",2.5,0.62
"Thailand","2024-07-01",2.5,0.83
"Thailand","2024-08-01",2.5,0.35
"Trinidad and Tobago","2020-02-01",5,0.46
"Trinidad and Tobago","2020-03-01",3,0.37
"Trinidad and Tobago","2020-04-01",3,0.74
"Trinidad and Tobago","2020-05-01",3,0.65
"Trinidad and Tobago","2020-06-01",3.5,0.55
"Trinidad and Tobago","2020-07-01",3.5,0.37
"Trinidad and Tobago","2020-08-01",3.5,0.46
"Trinidad and Tobago","2020-09-01",3.5,0.74
"Trinidad and Tobago","2020-10-01",3.5,0.74
"Trinidad and Tobago","2020-11-01",3.5,0.92
"Trinidad and Tobago","2020-12-01",3.5,0.83
"Trinidad and Tobago","2021-01-01",3.5,0.92
"Trinidad and Tobago","2021-02-01",3.5,0.83
"Trinidad and Tobago","2021-03-01",3.5,0.83
"Trinidad and Tobago","2021-04-01",3.5,1.1
"Trinidad and Tobago","2021-05-01",3.5,1.38
"Trinidad and Tobago","2021-06-01",3.5,1.84
"Trinidad and Tobago","2021-07-01",3.5,2.2
"Trinidad and Tobago","2021-08-01",3.5,2.2
"Trinidad and Tobago","2021-09-01",3.5,2.37
"Trinidad and Tobago","2021-10-01",3.5,3.93
"Trinidad and Tobago","2021-11-01",3.5,3.65
"Trinidad and Tobago","2021-12-01",3.5,3.47
"Trinidad and Tobago","2022-01-01",3.5,3.82
"Trinidad and Tobago","2022-02-01",3.5,4.19
"Trinidad and Tobago","2022-03-01",3.5,4.09
"Trinidad and Tobago","2022-04-01",3.5,5.08
"Trinidad and Tobago","2022-05-01",3.5,4.89
"Trinidad and Tobago","2022-06-01",3.5,4.87
"Trinidad and Tobago","2022-07-01",3.5,5.92
"Trinidad and Tobago","2022-08-01",3.5,6.27
"Trinidad and Tobago","2022-09-01",3.5,6.16
"Trinidad and Tobago","2022-10-01",3.5,7.64
"Trinidad and Tobago","2022-11-01",3.5,8.01
"Trinidad and Tobago","2022-12-01",3.5,8.74
"Trinidad and Tobago","2023-01-01",3.5,8.33
"Trinidad and Tobago","2023-02-01",3.5,7.6
"Trinidad and Tobago","2023-03-01",3.5,7.34
"Trinidad and Tobago","2023-04-01",3.5,5.95
"Trinidad and Tobago","2023-05-01",3.5,5.69
"Trinidad and Tobago","2023-06-01",3.5,5.77
"Trinidad and Tobago","2023-07-01",3.5,4.66
"Trinidad and Tobago","2023-08-01",3.5,4.05
"Trinidad and Tobago","2023-09-01",3.5,3.87
"Trinidad and Tobago","2023-10-01",3.5,1.31
"Trinidad and Tobago","2023-11-01",3.5,1.06
"Trinidad and Tobago","2023-12-01",3.5,0.73
"Trinidad and Tobago","2024-01-01",3.5,0.32
"Trinidad and Tobago","2024-02-01",3.5,0.81
"Trinidad and Tobago","2024-03-01",3.5,0.81
"Trinidad and Tobago","2024-04-01",3.5,0.49
"Trinidad and Tobago","2024-05-01",3.5,0.9
"Trinidad and Tobago","2024-06-01",3.5,0.65
"Trinidad and Tobago","2024-07-01","",0.32
"Tunisia","2020-02-01",7.75,5.73
"Tunisia","2020-03-01",6.75,6.2
"Tunisia","2020-04-01",6.75,6.23
"Tunisia","2020-05-01",6.75,6.28
"Tunisia","2020-06-01",6.75,5.78
"Tunisia","2020-07-01",6.75,5.68
"Tunisia","2020-08-01",6.75,5.41
"Tunisia","2020-09-01",6.75,5.38
"Tunisia","2020-10-01",6.25,5.42
"Tunisia","2020-11-01",6.25,4.84
"Tunisia","2020-12-01",6.25,4.91
"Tunisia","2021-01-01",6.25,4.96
"Tunisia","2021-02-01",6.25,4.88
"Tunisia","2021-03-01",6.25,4.76
"Tunisia","2021-04-01",6.25,5.03
"Tunisia","2021-05-01",6.25,5
"Tunisia","2021-06-01",6.25,5.69
"Tunisia","2021-07-01",6.25,6.44
"Tunisia","2021-08-01",6.25,6.12
"Tunisia","2021-09-01",6.25,6.16
"Tunisia","2021-10-01",6.25,6.25
"Tunisia","2021-11-01",6.25,6.48
"Tunisia","2021-12-01",6.25,6.61
"Tunisia","2022-01-01",6.25,6.64
"Tunisia","2022-02-01",6.25,7.09
"Tunisia","2022-03-01",6.25,7.18
"Tunisia","2022-04-01",6.25,7.47
"Tunisia","2022-05-01",7,7.86
"Tunisia","2022-06-01",7,8.04
"Tunisia","2022-07-01",7,8.19
"Tunisia","2022-08-01",7,8.68
"Tunisia","2022-09-01",7,9.12
"Tunisia","2022-10-01",7.25,9.25
"Tunisia","2022-11-01",7.25,9.8
"Tunisia","2022-12-01",7.25,10.1
"Tunisia","2023-01-01",8,10.24
"Tunisia","2023-02-01",8,10.41
"Tunisia","2023-03-01",8,10.26
"Tunisia","2023-04-01",8,10.05
"Tunisia","2023-05-01",8,9.63
"Tunisia","2023-06-01",8,9.37
"Tunisia","2023-07-01",8,9.08
"Tunisia","2023-08-01",8,9.23
"Tunisia","2023-09-01",8,8.94
"Tunisia","2023-10-01",8,8.66
"Tunisia","2023-11-01",8,8.22
"Tunisia","2023-12-01",8,8.1
"Tunisia","2024-01-01",8,7.78
"Tunisia","2024-02-01",8,7.5
"Tunisia","2024-03-01",8,7.51
"Tunisia","2024-04-01",8,7.17
"Tunisia","2024-05-01",8,7.2
"Tunisia","2024-06-01",8,7.29
"Tunisia","2024-07-01",8,6.94
"Turkey","2020-02-01",10.75,12.37
"Turkey","2020-03-01",9.75,11.86
"Turkey","2020-04-01",8.75,10.94
"Turkey","2020-05-01",8.25,11.39
"Turkey","2020-06-01",8.25,12.62
"Turkey","2020-07-01",8.25,11.76
"Turkey","2020-08-01",8.25,11.77
"Turkey","2020-09-01",10.25,11.75
"Turkey","2020-10-01",10.25,11.89
"Turkey","2020-11-01",15,14.03
