"UKPRN","HE.provider","date","Open.ended.Permanent","Fixed.term","Total.academic.staff","Total","Total.European.Union","Total_nonuk","ratio_permanent","ratio_casual","prop_permanent","prop_casual","staffstudent_ratio","prop_non_uk","prop_eu","latest_prop_casual_2022"
10003957,"Liverpool John Moores University","2018-2019",1210,345,1550,24030,455,1775,3.50724637681159,0.285123966942149,78.0645161290323,22.258064516129,19.8595041322314,7,2,25.7396449704142
10003945,"The Liverpool Institute for Performing Arts","2018-2019",75,10,85,820,30,185,7.5,0.133333333333333,88.2352941176471,11.7647058823529,10.9333333333333,23,4,5
10006842,"The University of Liverpool","2018-2019",1865,1140,3005,29695,1005,8715,1.6359649122807,0.611260053619303,62.063227953411,37.936772046589,15.9222520107239,29,3,36.8167202572347
10003958,"Liverpool School of Tropical Medicine","2018-2019",95,130,225,420,35,175,0.730769230769231,1.36842105263158,42.2222222222222,57.7777777777778,4.42105263157895,42,8,54
10007162,"University of the Arts, London","2018-2019",1200,1015,2215,19095,2450,9695,1.18226600985222,0.845833333333333,54.176072234763,45.823927765237,15.9125,51,13,62.125340599455
10007769,"London Business School","2018-2019",115,5,120,2075,325,1580,23,0.0434782608695652,95.8333333333333,4.16666666666667,18.0434782608696,76,16,4.54545454545455
10007797,"University of London (Institutes and activities)","2018-2019",45,50,100,245,35,90,0.9,1.11111111111111,45,50,5.44444444444444,37,14,26.6666666666667
10004048,"London Metropolitan University","2018-2019",395,25,420,9100,590,965,15.8,0.0632911392405063,94.0476190476191,5.95238095238095,23.0379746835443,11,6,4.25531914893617
10004078,"London South Bank University","2018-2019",605,520,1125,17125,590,1575,1.16346153846154,0.859504132231405,53.7777777777778,46.2222222222222,28.3057851239669,9,3,45.6066945606695
10004063,"London School of Economics and Political Science","2018-2019",715,1010,1725,11850,2180,8000,0.707920792079208,1.41258741258741,41.4492753623188,58.5507246376812,16.5734265734266,68,18,59.0163934426229
10007771,"London School of Hygiene and Tropical Medicine","2018-2019",305,665,965,1170,105,605,0.458646616541353,2.18032786885246,31.6062176165803,68.9119170984456,3.83606557377049,52,9,72.0183486238532
10004113,"Loughborough University","2018-2019",1110,540,1650,18025,885,4145,2.05555555555556,0.486486486486487,67.2727272727273,32.7272727272727,16.2387387387387,23,5,28.3018867924528
10004180,"The Manchester Metropolitan University","2018-2019",1560,1160,2725,33050,915,2600,1.3448275862069,0.743589743589744,57.2477064220184,42.5688073394495,21.1858974358974,8,3,29.0948275862069
10007798,"The University of Manchester","2018-2019",2585,2495,5080,40250,2980,14440,1.03607214428858,0.965183752417795,50.8858267716535,49.1141732283465,15.5705996131528,36,7,42.9924242424242
10004351,"Middlesex University","2018-2019",880,145,1030,19635,1895,4580,6.06896551724138,0.164772727272727,85.4368932038835,14.0776699029126,22.3125,23,10,9.62566844919786
10007799,"Newcastle University","2018-2019",1775,1235,3010,27215,1425,6880,1.43724696356275,0.695774647887324,58.9700996677741,41.0299003322259,15.3323943661972,25,5,32.013201320132
10007832,"Newman University","2018-2019",140,5,145,2800,15,20,28,0.0357142857142857,96.551724137931,3.44827586206897,20,1,1,10.7142857142857
10007138,"The University of Northampton","2018-2019",580,255,835,12085,405,1755,2.27450980392157,0.439655172413793,69.4610778443114,30.5389221556886,20.8362068965517,15,3,31.3953488372093
10001282,"University of Northumbria at Newcastle","2018-2019",1295,185,1480,26450,1000,4100,7,0.142857142857143,87.5,12.5,20.4247104247104,16,4,13.3720930232558
10004775,"Norwich University of the Arts","2018-2019",185,25,210,2305,80,170,7.4,0.135135135135135,88.0952380952381,11.9047619047619,12.4594594594595,7,3,10.4166666666667
10007154,"University of Nottingham","2018-2019",2400,1095,3495,33540,1545,8175,2.19178082191781,0.45625,68.6695278969957,31.3304721030043,13.975,24,5,29.8022598870057
10004797,"The Nottingham Trent University","2018-2019",2010,175,2185,33255,1010,4780,11.4857142857143,0.0870646766169154,91.9908466819222,8.0091533180778,16.544776119403,14,3,8.04597701149425
10007773,"The Open University","2018-2019",855,4150,5005,122360,215,320,0.206024096385542,4.85380116959064,17.0829170829171,82.9170829170829,143.111111111111,0,0,80.5172413793103
10004930,"Oxford Brookes University","2018-2019",1225,160,1380,16665,900,2745,7.65625,0.130612244897959,88.768115942029,11.5942028985507,13.6040816326531,16,5,11.4649681528662
10007774,"The University of Oxford","2018-2019",2285,4615,6905,25390,2630,8500,0.495124593716143,2.01969365426696,33.091962346126,66.8356263577118,11.1115973741794,33,10,66.2347012239021
10005127,"Arts University Plymouth","2018-2019",125,10,135,1380,30,40,12.5,0.08,92.5925925925926,7.40740740740741,11.04,3,2,12.5
10007801,"University of Plymouth","2018-2019",855,395,1250,19645,610,1850,2.16455696202532,0.461988304093567,68.4,31.6,22.9766081871345,9,3,34.8623853211009
10007155,"The University of Portsmouth","2018-2019",1165,535,1705,25515,1120,4475,2.17757009345794,0.459227467811159,68.3284457478006,31.3782991202346,21.9012875536481,18,4,33.8935574229692
10005337,"Queen Margaret University, Edinburgh","2018-2019",185,75,260,5225,815,1115,2.46666666666667,0.405405405405405,71.1538461538462,28.8461538461538,28.2432432432432,21,16,28.3333333333333
10007775,"Queen Mary University of London","2018-2019",1350,1885,3235,20560,1880,6935,0.716180371352785,1.3962962962963,41.7310664605873,58.2689335394127,15.2296296296296,34,9,57.8787878787879
10005389,"Ravensbourne University London","2018-2019",95,155,245,2530,145,345,0.612903225806452,1.63157894736842,38.7755102040816,63.265306122449,26.6315789473684,14,6,60
10007802,"The University of Reading","2018-2019",1020,905,1925,17805,1070,4285,1.12707182320442,0.887254901960784,52.987012987013,47.012987012987,17.4558823529412,24,6,39.0532544378698
10005500,"Robert Gordon University","2018-2019",500,160,655,12335,1035,2025,3.125,0.32,76.3358778625954,24.4274809160305,24.67,16,8,17.96875
10007776,"Roehampton University","2018-2019",525,45,570,12665,505,1195,11.6666666666667,0.0857142857142857,92.1052631578947,7.89473684210526,24.1238095238095,9,4,6
10005523,"Rose Bruford College of Theatre and Performance","2018-2019",30,40,70,735,55,125,0.75,1.33333333333333,42.8571428571429,57.1428571428571,24.5,17,7,61.9047619047619
10007835,"Royal Academy of Music","2018-2019",260,45,305,880,175,395,5.77777777777778,0.173076923076923,85.2459016393443,14.7540983606557,3.38461538461538,45,20,10
10005545,"Royal Agricultural University","2018-2019",60,0,60,1150,45,140,Inf,0,100,0,19.1666666666667,12,4,15.3846153846154
10007777,"Royal College of Art","2018-2019",155,20,175,2400,545,1700,7.75,0.129032258064516,88.5714285714286,11.4285714285714,15.4838709677419,71,23,13.1578947368421
10007778,"Royal College of Music","2018-2019",260,20,280,825,170,415,13,0.0769230769230769,92.8571428571429,7.14285714285714,3.17307692307692,50,21,8.7719298245614
10005561,"Royal Conservatoire of Scotland","2018-2019",325,15,340,1280,175,415,21.6666666666667,0.0461538461538462,95.5882352941177,4.41176470588235,3.93846153846154,32,14,10.4477611940298
10007816,"The Royal Central School of Speech and Drama","2018-2019",75,15,85,1055,125,340,5,0.2,88.2352941176471,17.6470588235294,14.0666666666667,32,12,23.5294117647059
10005553,"Royal Holloway and Bedford New College","2018-2019",690,460,1150,11040,845,3070,1.5,0.666666666666667,60,40,16,28,8,39.9141630901288
10007837,"Royal Northern College of Music","2018-2019",320,5,325,880,75,265,64,0.015625,98.4615384615385,1.53846153846154,2.75,30,9,3.2258064516129
10007779,"The Royal Veterinary College","2018-2019",205,110,315,2525,90,530,1.86363636363636,0.536585365853659,65.0793650793651,34.9206349206349,12.3170731707317,21,4,28.3333333333333
10007803,"The University of St. Andrews","2018-2019",770,455,1225,10570,1075,4820,1.69230769230769,0.590909090909091,62.8571428571429,37.1428571428571,13.7272727272727,46,10,38.3763837638376
10007782,"St George's, University of London","2018-2019",400,160,565,4690,70,385,2.5,0.4,70.7964601769911,28.3185840707965,11.725,8,1,32.2916666666667
10008026,"St Mary's University College","2018-2019",40,25,65,1045,20,20,1.6,0.625,61.5384615384615,38.4615384615385,26.125,2,2,41.6666666666667
10007843,"St Mary's University, Twickenham","2018-2019",255,140,395,5075,230,395,1.82142857142857,0.549019607843137,64.5569620253165,35.4430379746835,19.9019607843137,8,5,36.6666666666667
10007156,"The University of Salford","2018-2019",920,115,1035,20815,550,1805,8,0.125,88.8888888888889,11.1111111111111,22.625,9,3,11.7370892018779
10007780,"SOAS University of London","2018-2019",395,305,700,5800,860,2530,1.29508196721311,0.772151898734177,56.4285714285714,43.5714285714286,14.6835443037975,44,15,39.8058252427184
10005700,"SRUC","2018-2019",355,50,405,1760,65,80,7.1,0.140845070422535,87.6543209876543,12.3456790123457,4.95774647887324,5,4,10.2272727272727
10005790,"Sheffield Hallam University","2018-2019",1965,165,2130,30715,485,2250,11.9090909090909,0.083969465648855,92.2535211267606,7.74647887323944,15.6310432569975,7,2,9.06921241050119
10007157,"The University of Sheffield","2018-2019",2245,1250,3495,30195,1555,10080,1.796,0.556792873051225,64.2346208869814,35.7653791130186,13.4498886414254,33,5,34.0720221606648
10006022,"Solent University","2018-2019",570,110,685,9910,1310,1820,5.18181818181818,0.192982456140351,83.2116788321168,16.0583941605839,17.3859649122807,18,13,12.1739130434783
10007158,"The University of Southampton","2018-2019",1740,995,2735,22715,1750,6685,1.74874371859296,0.57183908045977,63.6197440585009,36.3802559414991,13.0545977011494,29,8,35.9615384615385
10006299,"Staffordshire University","2018-2019",485,290,775,14855,135,475,1.67241379310345,0.597938144329897,62.5806451612903,37.4193548387097,30.6288659793814,3,1,35.9605911330049
10007804,"The University of Stirling","2018-2019",570,475,1045,12500,1095,2830,1.2,0.833333333333333,54.5454545454545,45.4545454545455,21.9298245614035,23,9,32.3232323232323
10037449,"University of St Mark and St John","2018-2019",80,15,90,2770,45,70,5.33333333333333,0.1875,88.8888888888889,16.6666666666667,34.625,3,2,16.6666666666667
10008010,"Stranmillis University College","2018-2019",45,10,55,1535,15,15,4.5,0.222222222222222,81.8181818181818,18.1818181818182,34.1111111111111,1,1,42.8571428571429
10007805,"The University of Strathclyde","2018-2019",1105,590,1695,22640,1410,4155,1.8728813559322,0.53393665158371,65.1917404129793,34.8082595870207,20.4886877828054,18,6,31.0880829015544
10014001,"University of Suffolk","2018-2019",200,20,225,7695,510,625,10,0.1,88.8888888888889,8.88888888888889,38.475,8,7,12.7272727272727
10007159,"The University of Sunderland","2018-2019",890,50,940,14705,1030,2775,17.8,0.0561797752808989,94.6808510638298,5.31914893617021,16.5224719101124,19,7,9.05172413793103
10007160,"The University of Surrey","2018-2019",1030,440,1470,16815,1800,4890,2.34090909090909,0.427184466019417,70.0680272108844,29.9319727891156,16.3252427184466,29,11,34.2507645259939
10007806,"The University of Sussex","2018-2019",1115,880,2000,19155,1515,6150,1.26704545454545,0.789237668161435,55.75,44,17.1793721973094,32,8,39.7674418604651
10007855,"Swansea University","2018-2019",1275,460,1730,20620,1000,3555,2.77173913043478,0.36078431372549,73.6994219653179,26.5895953757225,16.1725490196078,17,5,27.893175074184
10007161,"Teesside University","2018-2019",595,125,720,18665,300,1570,4.76,0.210084033613445,82.6388888888889,17.3611111111111,31.3697478991597,8,2,12.4260355029586
10008017,"Trinity Laban Conservatoire of Music and Dance","2018-2019",405,20,425,1195,185,295,20.25,0.0493827160493827,95.2941176470588,4.70588235294118,2.95061728395062,25,15,5.68181818181818
10007858,"University of Wales Trinity Saint David","2018-2019",530,220,750,11135,235,625,2.40909090909091,0.415094339622642,70.6666666666667,29.3333333333333,21.0094339622642,6,2,35.031847133758
10007114,"University of the Highlands and Islands","2018-2019",65,25,95,9525,210,335,2.6,0.384615384615385,68.4210526315789,26.3157894736842,146.538461538462,4,2,21.0526315789474
10007807,"Ulster University","2018-2019",780,520,1300,24530,1605,2360,1.5,0.666666666666667,60,40,31.4487179487179,10,7,39.8648648648649
10007784,"University College London","2018-2019",7450,250,7700,41180,5075,19635,29.8,0.0335570469798658,96.7532467532468,3.24675324675325,5.52751677852349,48,12,10.5894627021388
10007793,"University of South Wales","2018-2019",1610,120,1730,22330,1215,2630,13.4166666666667,0.0745341614906832,93.0635838150289,6.9364161849711,13.8695652173913,12,5,7.87172011661808
10008574,"The University of Wales (central functions)","2018-2019",30,5,30,0,NA,NA,6,0.166666666666667,100,16.6666666666667,0,NA,NA,NA
10007163,"The University of Warwick","2018-2019",1650,980,2635,26080,2700,9580,1.68367346938776,0.593939393939394,62.618595825427,37.1916508538899,15.8060606060606,37,10,43.5126582278481
10007164,"University of the West of England, Bristol","2018-2019",1400,490,1895,29555,1040,3950,2.85714285714286,0.35,73.8786279683377,25.8575197889182,21.1107142857143,13,4,28.0973451327434
10007800,"The University of the West of Scotland","2018-2019",560,45,605,17025,620,1985,12.4444444444444,0.0803571428571429,92.5619834710744,7.43801652892562,30.4017857142857,12,4,12.2137404580153
10006566,"The University of West London","2018-2019",410,605,1015,11055,1240,1960,0.677685950413223,1.47560975609756,40.3940886699507,59.6059113300493,26.9634146341463,18,11,66.5492957746479
10007165,"The University of Westminster","2018-2019",1520,125,1645,18885,2215,6445,12.16,0.0822368421052632,92.4012158054711,7.59878419452887,12.4243421052632,34,12,7.73333333333333
10003614,"The University of Winchester","2018-2019",430,280,710,7770,120,445,1.53571428571429,0.651162790697674,60.5633802816901,39.4366197183099,18.0697674418605,6,2,42.0689655172414
10007166,"The University of Wolverhampton","2018-2019",840,70,910,19045,230,860,12,0.0833333333333333,92.3076923076923,7.69230769230769,22.672619047619,5,1,5.44554455445545
10007139,"University of Worcester","2018-2019",475,490,965,10075,430,640,0.969387755102041,1.03157894736842,49.2227979274611,50.7772020725389,21.2105263157895,6,4,34.2857142857143
10007657,"Writtle University College","2018-2019",90,10,105,750,25,60,9,0.111111111111111,85.7142857142857,9.52380952380952,8.33333333333333,8,3,8.69565217391304
10007713,"York St John University","2018-2019",340,40,380,6620,65,350,8.5,0.117647058823529,89.4736842105263,10.5263157894737,19.4705882352941,5,1,10.7142857142857
10007167,"The University of York","2018-2019",1365,575,1935,19470,845,4185,2.37391304347826,0.421245421245421,70.5426356589147,29.7157622739018,14.2637362637363,21,4,28.7581699346405
NA,"Total","2018-2019",144315,72750,217065,NA,146565,496110,1.98371134020619,0.50410560232824,66.484693524981,33.515306475019,NA,NA,NA,33.1188817167529
10007783,"The University of Aberdeen","2019-2020",1390,120,1510,15185,2600,5150,11.5833333333333,0.0863309352517986,92.0529801324503,7.94701986754967,10.9244604316547,34,17,9.87654320987654
10007849,"Abertay University","2019-2020",180,35,215,4280,490,605,5.14285714285714,0.194444444444444,83.7209302325581,16.2790697674419,23.7777777777778,14,11,20
10007856,"Aberystwyth University","2019-2020",515,195,710,7720,905,1395,2.64102564102564,0.378640776699029,72.5352112676056,27.4647887323944,14.9902912621359,18,12,31.4285714285714
10067853,"ACM Guildford Limited","2019-2020",30,0,30,1010,45,55,Inf,0,100,0,33.6666666666667,5,4,0
10000163,"AECC University College","2019-2020",50,0,50,715,135,270,Inf,0,100,0,14.3,38,19,8.33333333333333
10000291,"Anglia Ruskin University","2019-2020",770,65,835,26715,1995,4675,11.8461538461538,0.0844155844155844,92.2155688622755,7.78443113772455,34.6948051948052,17,7,7.60869565217391
10005451,"Arden University","2019-2020",55,0,55,6245,5,25,Inf,0,100,0,113.545454545455,0,0,43.2835820895522
10007759,"Aston University","2019-2020",665,240,905,15595,510,2570,2.77083333333333,0.360902255639098,73.4806629834254,26.5193370165746,23.4511278195489,16,3,24.7368421052632
10007857,"Bangor University","2019-2020",550,460,1010,9945,490,2235,1.19565217391304,0.836363636363636,54.4554455445545,45.5445544554455,18.0818181818182,22,5,45.1086956521739
10000571,"Bath Spa University","2019-2020",415,160,575,8450,245,545,2.59375,0.385542168674699,72.1739130434783,27.8260869565217,20.3614457831325,6,3,35.2
10007850,"The University of Bath","2019-2020",980,530,1510,18560,1755,5420,1.84905660377358,0.540816326530612,64.9006622516556,35.0993377483444,18.9387755102041,29,9,37.3770491803279
10007152,"University of Bedfordshire","2019-2020",430,75,505,16775,2130,5525,5.73333333333333,0.174418604651163,85.1485148514851,14.8514851485149,39.0116279069767,33,13,12.962962962963
10005343,"Queen's University Belfast","2019-2020",1245,810,2055,24915,1060,4205,1.53703703703704,0.650602409638554,60.5839416058394,39.4160583941606,20.0120481927711,17,4,36.919315403423
10037544,"BIMM University","2019-2020",135,300,435,5295,745,925,0.45,2.22222222222222,31.0344827586207,68.9655172413793,39.2222222222222,17,14,71.3414634146341
10007760,"Birkbeck College","2019-2020",630,475,1105,11425,675,1425,1.32631578947368,0.753968253968254,57.0135746606335,42.9864253393665,18.1349206349206,12,6,41.8269230769231
10007140,"Birmingham City University","2019-2020",1735,245,1985,26930,750,4025,7.08163265306122,0.141210374639769,87.4055415617129,12.3425692695214,15.521613832853,15,3,39.2592592592593
10006840,"The University of Birmingham","2019-2020",2275,1870,4145,35760,1495,10025,1.21657754010695,0.821978021978022,54.8854041013269,45.1145958986731,15.7186813186813,28,4,44.2682926829268
10000712,"University College Birmingham","2019-2020",275,20,295,4930,1015,1575,13.75,0.0727272727272727,93.2203389830508,6.77966101694915,17.9272727272727,32,21,4.44444444444444
10007811,"Bishop Grosseteste University","2019-2020",105,10,115,2280,5,20,10.5,0.0952380952380952,91.304347826087,8.69565217391304,21.7142857142857,1,0,18.5185185185185
10006841,"The University of Bolton","2019-2020",360,45,405,8175,225,850,8,0.125,88.8888888888889,11.1111111111111,22.7083333333333,10,3,7.52688172043011
10000385,"The Arts University Bournemouth","2019-2020",380,10,390,3445,250,590,38,0.0263157894736842,97.4358974358974,2.56410256410256,9.06578947368421,17,7,3.79746835443038
10000824,"Bournemouth University","2019-2020",820,85,900,17390,730,2630,9.64705882352941,0.103658536585366,91.1111111111111,9.44444444444444,21.2073170731707,15,4,8.60215053763441
10007785,"The University of Bradford","2019-2020",465,60,525,9770,345,1605,7.75,0.129032258064516,88.5714285714286,11.4285714285714,21.010752688172,16,4,8.84955752212389
10000886,"The University of Brighton","2019-2020",1130,455,1580,18985,900,2525,2.48351648351648,0.402654867256637,71.5189873417722,28.7974683544304,16.8008849557522,13,5,21.8543046357616
10000936,"The University College of Osteopathy","2019-2020",95,5,100,465,20,45,19,0.0526315789473684,95,5,4.89473684210526,10,4,8.33333333333333
10007786,"The University of Bristol","2019-2020",2905,480,3385,27375,1355,7165,6.05208333333333,0.165232358003442,85.8197932053176,14.1802067946824,9.42340791738382,26,5,12.5173852573018
10000961,"Brunel University London","2019-2020",690,525,1215,15585,885,4645,1.31428571428571,0.760869565217391,56.7901234567901,43.2098765432099,22.5869565217391,30,6,41.06463878327
10000975,"Buckinghamshire New University","2019-2020",245,165,410,14075,785,900,1.48484848484848,0.673469387755102,59.7560975609756,40.2439024390244,57.4489795918367,6,6,46.6019417475728
10007787,"The University of Buckingham","2019-2020",150,25,175,3100,115,890,6,0.166666666666667,85.7142857142857,14.2857142857143,20.6666666666667,29,4,NA
10007788,"The University of Cambridge","2019-2020",3765,2400,6170,21340,2645,7550,1.56875,0.637450199203187,61.0210696920583,38.8978930307942,5.66799468791501,35,12,43.9641109298532
10003324,"The Institute of Cancer Research","2019-2020",305,385,690,280,20,35,0.792207792207792,1.26229508196721,44.2028985507246,55.7971014492754,0.918032786885246,12,7,55.1470588235294
10001143,"Canterbury Christ Church University","2019-2020",650,90,740,13340,435,640,7.22222222222222,0.138461538461538,87.8378378378378,12.1621621621622,20.5230769230769,5,3,9.39597315436242
10007814,"Cardiff University","2019-2020",2370,980,3350,33260,1285,8475,2.41836734693878,0.413502109704641,70.7462686567164,29.2537313432836,14.0337552742616,25,4,28.0882352941176
10007854,"Cardiff Metropolitan University","2019-2020",655,60,715,10920,230,1905,10.9166666666667,0.0916030534351145,91.6083916083916,8.39160839160839,16.6717557251908,17,2,10.3896103896104
10007141,"The University of Central Lancashire","2019-2020",1290,405,1695,24715,640,4115,3.18518518518519,0.313953488372093,76.1061946902655,23.8938053097345,19.1589147286822,17,3,11.9883040935673
10007848,"University of Chester","2019-2020",505,145,650,13545,175,1145,3.48275862068966,0.287128712871287,77.6923076923077,22.3076923076923,26.8217821782178,8,1,18.6046511627907
10007137,"The University of Chichester","2019-2020",350,120,470,5545,105,235,2.91666666666667,0.342857142857143,74.468085106383,25.531914893617,15.8428571428571,4,2,28.4313725490196
10001386,"Chicken Shed Theatre Company","2019-2020",25,0,25,95,NA,NA,Inf,0,100,0,3.8,NA,NA,0
10001478,"City, University of London","2019-2020",1775,600,2375,19975,1895,7215,2.95833333333333,0.338028169014085,74.7368421052632,25.2631578947368,11.2535211267606,36,9,13.4285714285714
10007912,"Cliff College","2019-2020",10,0,10,140,0,5,Inf,0,100,0,14,4,0,0
10001653,"Conservatoire for Dance and Drama","2019-2020",190,10,200,1000,145,330,19,0.0526315789473684,95,5,5.26315789473684,33,14,11.5384615384615
10007761,"Courtauld Institute of Art","2019-2020",35,20,55,545,105,245,1.75,0.571428571428571,63.6363636363636,36.3636363636364,15.5714285714286,45,19,56.25
10034324,"Court Theatre Training Company Ltd","2019-2020",0,10,10,45,5,5,0,Inf,0,100,Inf,11,11,100
10001726,"Coventry University","2019-2020",2055,755,2810,38430,3820,13445,2.72185430463576,0.367396593673966,73.1316725978648,26.8683274021352,18.7007299270073,35,10,23.5294117647059
10007822,"Cranfield University","2019-2020",480,195,675,4825,680,2145,2.46153846153846,0.40625,71.1111111111111,28.8888888888889,10.0520833333333,44,14,26.7123287671233
10006427,"University for the Creative Arts","2019-2020",320,55,380,6765,445,1655,5.81818181818182,0.171875,84.2105263157895,14.4736842105263,21.140625,24,7,11.3636363636364
10007842,"University of Cumbria","2019-2020",335,130,465,7945,160,300,2.57692307692308,0.388059701492537,72.0430107526882,27.9569892473118,23.7164179104478,4,2,26.9230769230769
10001883,"De Montfort University","2019-2020",1445,200,1650,28945,1600,6900,7.225,0.13840830449827,87.5757575757576,12.1212121212121,20.0311418685121,24,6,11.9266055045872
10007851,"University of Derby","2019-2020",1405,75,1480,19685,935,1950,18.7333333333333,0.0533807829181495,94.9324324324324,5.06756756756757,14.0106761565836,10,5,6.38297872340426
10007852,"The University of Dundee","2019-2020",1085,350,1435,16270,955,3000,3.1,0.32258064516129,75.609756097561,24.390243902439,14.9953917050691,18,6,21.4532871972318
10007143,"University of Durham","2019-2020",1285,545,1830,19520,965,6260,2.35779816513761,0.424124513618677,70.2185792349727,29.7814207650273,15.1906614785992,32,5,37.6623376623377
10007789,"The University of East Anglia","2019-2020",1170,945,2115,18035,780,3495,1.23809523809524,0.807692307692308,55.3191489361702,44.6808510638298,15.4145299145299,19,4,38.3838383838384
10007144,"The University of East London","2019-2020",600,260,860,15355,480,3610,2.30769230769231,0.433333333333333,69.7674418604651,30.2325581395349,25.5916666666667,24,3,34.4086021505376
10032282,"The Queen's Foundation for Ecumenical Theological Education","2019-2020",15,0,15,375,0,0,Inf,0,100,0,25,0,0,0
10007823,"Edge Hill University","2019-2020",570,420,990,13560,80,385,1.35714285714286,0.736842105263158,57.5757575757576,42.4242424242424,23.7894736842105,3,1,35.4497354497354
10007772,"Edinburgh Napier University","2019-2020",625,190,815,13930,1430,3180,3.28947368421053,0.304,76.6871165644172,23.3128834355828,22.288,23,10,25.2808988764045
10007790,"The University of Edinburgh","2019-2020",3760,3730,7490,35375,3735,14625,1.00804289544236,0.992021276595745,50.2002670226969,49.7997329773031,9.40824468085106,41,11,50.3559870550162
10007791,"The University of Essex","2019-2020",940,510,1450,16530,2170,5055,1.84313725490196,0.542553191489362,64.8275862068965,35.1724137931034,17.5851063829787,31,13,27.6666666666667
10008173,"University College of Estate Management","2019-2020",65,40,105,2805,NA,NA,1.625,0.615384615384615,61.9047619047619,38.0952380952381,43.1538461538462,NA,NA,57.1428571428571
10007792,"The University of Exeter","2019-2020",1640,1505,3145,26935,1450,7190,1.08970099667774,0.917682926829268,52.1462639109698,47.8537360890302,16.4237804878049,27,5,42.5383542538354
10008640,"Falmouth University","2019-2020",315,10,325,6245,450,635,31.5,0.0317460317460317,96.9230769230769,3.07692307692308,19.8253968253968,10,7,5.26315789473684
10004511,"The National Film and Television School","2019-2020",50,15,65,495,90,140,3.33333333333333,0.3,76.9230769230769,23.0769230769231,9.9,28,18,28.5714285714286
10022087,"Futureworks","2019-2020",25,0,25,415,25,25,Inf,0,100,0,16.6,6,6,0
10007762,"Glasgow Caledonian University","2019-2020",645,120,765,17540,905,2210,5.375,0.186046511627907,84.3137254901961,15.6862745098039,27.1937984496124,13,5,14.5569620253165
10002681,"Glasgow School of Art","2019-2020",195,20,215,2380,310,875,9.75,0.102564102564103,90.6976744186046,9.30232558139535,12.2051282051282,37,13,11.1111111111111
10007794,"The University of Glasgow","2019-2020",3125,1555,4680,32465,3240,10490,2.0096463022508,0.4976,66.7735042735043,33.2264957264957,10.3888,32,10,39.6764985727878
10007145,"University of Gloucestershire","2019-2020",400,200,600,7915,120,505,2,0.5,66.6666666666667,33.3333333333333,19.7875,6,2,30.3703703703704
10007833,"Glyndŵr University","2019-2020",175,20,195,6045,485,575,8.75,0.114285714285714,89.7435897435898,10.2564102564103,34.5428571428571,10,8,4.8780487804878
10002718,"Goldsmiths College","2019-2020",690,490,1180,10090,835,2875,1.40816326530612,0.710144927536232,58.4745762711864,41.5254237288136,14.6231884057971,28,8,45.2991452991453
10007146,"The University of Greenwich","2019-2020",800,95,895,19825,1450,5105,8.42105263157895,0.11875,89.3854748603352,10.6145251396648,24.78125,26,7,8.90052356020942
10007825,"Guildhall School of Music and Drama","2019-2020",635,120,755,1060,160,330,5.29166666666667,0.188976377952756,84.1059602649007,15.8940397350993,1.66929133858268,31,15,15.8536585365854
10040812,"Harper Adams University","2019-2020",165,40,205,4680,95,265,4.125,0.242424242424242,80.4878048780488,19.5121951219512,28.3636363636364,6,2,15.2173913043478
10080811,"Hartpury University","2019-2020",80,10,90,1995,70,155,8,0.125,88.8888888888889,11.1111111111111,24.9375,8,4,14.2857142857143
10007764,"Heriot-Watt University","2019-2020",605,240,845,11155,895,3335,2.52083333333333,0.396694214876033,71.5976331360947,28.4023668639053,18.4380165289256,30,8,28.3236994219653
10007147,"University of Hertfordshire","2019-2020",1810,160,1970,25520,900,6325,11.3125,0.0883977900552486,91.8781725888325,8.12182741116751,14.0994475138122,25,4,7.33496332518337
10007148,"The University of Huddersfield","2019-2020",815,130,945,17305,470,3280,6.26923076923077,0.159509202453988,86.2433862433862,13.7566137566138,21.2331288343558,19,3,11.2299465240642
10007149,"The University of Hull","2019-2020",795,210,1005,14255,485,1950,3.78571428571429,0.264150943396226,79.1044776119403,20.8955223880597,17.9308176100629,14,3,23.0769230769231
10003270,"Imperial College of Science, Technology and Medicine","2019-2020",2065,2370,4435,19660,3215,10615,0.871308016877637,1.14769975786925,46.5614430665163,53.4385569334837,9.52058111380145,54,16,51.5765765765766
10035638,"Institute of Contemporary Music Performance","2019-2020",15,0,15,1040,255,340,Inf,0,100,0,69.3333333333333,33,25,0
10007767,"Keele University","2019-2020",625,160,785,10880,225,795,3.90625,0.256,79.6178343949045,20.3821656050955,17.408,7,2,20.2380952380952
10007150,"The University of Kent","2019-2020",930,685,1610,18710,1360,3970,1.35766423357664,0.736559139784946,57.7639751552795,42.5465838509317,20.1182795698925,21,7,36.2369337979094
10003645,"King's College London","2019-2020",2345,3145,5485,33110,4400,13475,0.745627980922099,1.34115138592751,42.7529626253418,57.338195077484,14.1194029850746,41,13,56.7804024496938
10003678,"Kingston University","2019-2020",905,70,980,18070,710,4745,12.9285714285714,0.0773480662983425,92.3469387755102,7.14285714285714,19.9668508287293,26,4,6.282722513089
10003758,"LAMDA Limited","2019-2020",20,15,35,325,40,175,1.33333333333333,0.75,57.1428571428571,42.8571428571429,16.25,54,12,54.5454545454545
